id,dir,OmM,OmB,h,mean,median,std,min,max,range,q05,q25,q75,q95,iqr,w90,skew,kurt,grad_mean,rmse_to_mean,corr_to_mean,dist_mean,outlier_struct,outlier_maha
106,0106_0.14939_0.02202_0.78816,0.14939,0.02202,0.78816,9.708792686462402,9.702579498291016,0.16973039507865906,9.053016662597656,11.101896286010742,2.048879623413086,9.439837217330933,9.595090866088867,9.813212394714355,9.998786926269531,0.21812152862548828,0.5589497089385986,0.3536173480316143,0.5439009078434922,0.07189463824033737,0.13863765162444866,0.7940155722046215,803.0036725074212,0.18766738447712086,1.8577904882222485
107,0107_0.12069_0.02325_0.58041,0.12069,0.02325,0.58041,9.671878814697266,9.645888328552246,0.3430393934249878,8.662192344665527,13.616193771362305,4.954001426696777,9.16837215423584,9.436951637268066,9.862217903137207,10.281585931777954,0.4252662658691406,1.1132137775421143,0.7890645197238235,1.7002804278599966,0.13038432598114014,0.20006310703192348,0.833316173873383,997.3344297674316,2.0768231896895806,1.880767984807588
108,0108_0.13929_0.02196_0.70879,0.13929,0.02196,0.70879,9.698625564575195,9.685714721679688,0.2378028780221939,8.880234718322754,12.242612838745117,3.3623781204223633,9.333198547363281,9.538396835327148,9.8395414352417,10.106001853942871,0.3011445999145508,0.7728033065795898,0.5570951528833428,1.1027187144099546,0.09448141604661942,0.09045026297410289,0.9253669039167456,677.626009044409,-1.031171795252997,0.3081800042485813
109,0109_0.13123_0.02325_0.78729,0.13123,0.02325,0.78729,9.774528503417969,9.765647888183594,0.1984018087387085,9.045299530029297,11.606616973876953,2.5613174438476562,9.464006423950195,9.641357421875,9.894611358642578,10.114036798477173,0.2532539367675781,0.6500303745269775,0.43896078969072666,0.7619410852730795,0.08129598200321198,0.1406508163755699,0.8595589008927061,808.8695503183877,0.24469159040056815,1.5658269465399939
110,0110_0.13385_0.02245_0.72469,0.13385,0.02245,0.72469,9.726462364196777,9.713726043701172,0.23650573194026947,8.911871910095215,12.263534545898438,3.3516626358032227,9.362804412841797,9.567156553268433,9.866726875305176,10.131514549255371,0.29957032203674316,0.7687101364135742,0.5530650136118092,1.0914248059650582,0.09402229636907578,0.09633057530756436,0.923797293679454,691.1200160412759,-0.8999919346218744,0.6746999105292724
111,0111_0.13261_0.02191_0.70983,0.13261,0.02191,0.70983,9.708501815795898,9.694193840026855,0.25130003690719604,8.863763809204102,12.294097900390625,3.4303340911865234,9.324573516845703,9.538959503173828,9.85628604888916,10.1400785446167,0.31732654571533203,0.8155050277709961,0.5949002030526761,1.2182198502539343,0.09904064983129501,0.08705075704224617,0.9405867856443563,670.0968402952238,-1.1043654216840217,0.38300852808276975
112,0112_0.13747_0.02324_0.61036,0.13747,0.02324,0.61036,9.655557632446289,9.63412094116211,0.313033789396286,8.6917085647583,13.235023498535156,4.5433149337768555,9.19025707244873,9.442465782165527,9.832235336303711,10.205257654190063,0.3897695541381836,1.015000581741333,0.7414054247034096,1.6230815687352047,0.12022078037261963,0.13861750133604167,0.9282268759762845,802.9451740639081,0.18709870108537713,1.0027430026408415
113,0113_0.14073_0.02297_0.67893,0.14073,0.02297,0.67893,9.695616722106934,9.68040657043457,0.2602764964103699,8.829627990722656,12.481825828552246,3.65219783782959,9.299656867980957,9.519819259643555,9.8478422164917,10.143619537353516,0.32802295684814453,0.8439626693725586,0.6196685059395515,1.292410314369496,0.10211323946714401,0.0852231713372601,0.9481671068429061,666.1345475773169,-1.1428842253748328,0.21885716705594835
114,0114_0.13143_0.02158_0.68894,0.13143,0.02158,0.68894,9.68786907196045,9.671382904052734,0.2716698944568634,8.80117416381836,12.7667236328125,3.9655494689941406,9.276605606079102,9.504081726074219,9.84559440612793,10.15712833404541,0.34151268005371094,0.8805227279663086,0.6492002968969388,1.3803538275364788,0.10602136701345444,0.08773838333393283,0.9545154396227306,671.6032491880221,-1.0897211052362354,0.36092439604384713
115,0115_0.15129_0.02301_0.82621,0.15129,0.02301,0.82621,9.73040771484375,9.725872039794922,0.15013399720191956,9.132779121398926,10.85891056060791,1.7261314392089844,9.490527153015137,9.629949569702148,9.823925971984863,9.985617637634277,0.19397640228271484,0.4950904846191406,0.29622296017693706,0.42011081474929224,0.0654277354478836,0.1564604281029895,0.7439315399686112,856.305905990855,0.7058366400072137,1.9764645552706452
116,0116_0.15488_0.02244_0.72592,0.15488,0.02244,0.72592,9.687588691711426,9.67871379852295,0.1976163685321808,8.959355354309082,11.504040718078613,2.5446853637695312,9.378303527832031,9.554924011230469,9.80723762512207,10.02586555480957,0.25231361389160156,0.6475620269775391,0.43767510697063666,0.7554541828216008,0.08108832687139511,0.11663896334840124,0.8575879924644765,741.87507180252,-0.40658466555563316,1.6002936812924498
117,0117_0.14197_0.02158_0.64394,0.14197,0.02158,0.64394,9.639809608459473,9.621679306030273,0.28630179166793823,8.724455833435059,12.900678634643555,4.176222801208496,9.209378242492676,9.44579029083252,9.80436635017395,10.137104034423828,0.35857605934143066,0.9277257919311523,0.6854251575886191,1.4817821343886743,0.111087366938591,0.11104004457251562,0.9557706700644809,727.2839281000888,-0.5484301676202177,1.100962575034361
118,0118_0.12354_0.02247_0.80150,0.12354,0.02247,0.8015,9.782590866088867,9.77311897277832,0.20434677600860596,9.037635803222656,11.747032165527344,2.7093963623046875,9.463598251342773,9.645383834838867,9.905887603759766,10.132180213928223,0.26050376892089844,0.6685819625854492,0.4568020154136905,0.8114742842632157,0.08325275778770447,0.1418295529374977,0.871493883354102,812.3233815796775,0.278267466239717,1.8229790083391777
119,0119_0.13734_0.02265_0.62447,0.13734,0.02265,0.62447,9.653848648071289,9.633379936218262,0.30555054545402527,8.702397346496582,13.153301239013672,4.45090389251709,9.198200225830078,9.446073532104492,9.827181816101074,10.188719749450684,0.38110828399658203,0.9905195236206055,0.7266661776883048,1.5892095478568589,0.11766926199197769,0.1269733201983476,0.9408422444942153,769.8798652290163,-0.1343404834128394,0.8896143043856967
120,0120_0.13110_0.02162_0.57629,0.1311,0.02162,0.57629,9.615172386169434,9.590417861938477,0.3354680836200714,8.615050315856934,13.5392484664917,4.924198150634766,9.12133502960205,9.385793685913086,9.802001953125,10.209818840026855,0.41620826721191406,1.0884838104248047,0.77941354863103,1.6909914177247227,0.12788046896457672,0.19726582181325858,0.8637186913630814,987.9198299418563,1.9853006424355653,1.5405105903543388
121,0121_0.14397_0.02315_0.64754,0.14397,0.02315,0.64754,9.670511245727539,9.653074264526367,0.28017812967300415,8.767355918884277,12.794771194458008,4.0274152755737305,9.248071670532227,9.48073959350586,9.83220386505127,10.156023979187012,0.35146427154541016,0.9079523086547852,0.6704371589706607,1.440573206550595,0.10895782709121704,0.09496756961575907,0.9563479733687477,687.94053842077,-0.9309007248155189,0.4835304341586988
122,0122_0.14512_0.02279_0.57467,0.14512,0.02279,0.57467,9.610806465148926,9.587963104248047,0.32303744554519653,8.629070281982422,13.290921211242676,4.661850929260254,9.132828712463379,9.39049506187439,9.792025566101074,10.180510520935059,0.40153050422668457,1.0476818084716797,0.7598725609811232,1.6606478552048074,0.12367153912782669,0.17418513678070247,0.9044758286914911,912.0381028221431,1.2476284009491003,1.5859954433091967
123,0123_0.14753_0.02243_0.80452,0.14753,0.02243,0.80452,9.724632263183594,9.718904495239258,0.1641896367073059,9.085092544555664,11.03005599975586,1.9449634552001953,9.463818550109863,9.614715576171875,9.825980186462402,10.00480842590332,0.21126461029052734,0.540989875793457,0.33723723279186507,0.5069199915611176,0.07006453722715378,0.14521656314342452,0.7802327755922152,822.3251007165783,0.3754976012733585,1.719013694202861
124,0124_0.14518_0.02205_0.80115,0.14518,0.02205,0.80115,9.72215461730957,9.716029167175293,0.16891808807849884,9.066258430480957,11.10216236114502,2.0359039306640625,9.454395294189453,9.609004974365234,9.82612133026123,10.010699272155762,0.2171163558959961,0.5563039779663086,0.3510894609367053,0.5382124334242309,0.07162118703126907,0.14123125820443075,0.7920574247113183,810.568539490176,0.2612080456551655,1.6407354568689578
125,0125_0.14849_0.02157_0.81919,0.14849,0.02157,0.81919,9.708057403564453,9.702994346618652,0.1563444584608078,9.092997550964355,10.91502571105957,1.8220281600952148,9.458903312683105,9.6033935546875,9.805037498474121,9.974248886108398,0.2016439437866211,0.515345573425293,0.31424136645555434,0.45682281605775454,0.0674872100353241,0.14847622110690878,0.7600901104042473,832.0561764616656,0.47009671926165053,2.217893117343304
126,0126_0.13414_0.02203_0.74658,0.13414,0.02203,0.74658,9.728962898254395,9.717928886413574,0.21958209574222565,8.9458589553833,12.010383605957031,3.0645246505737305,9.388653755187988,9.581344604492188,9.860370635986328,10.104446649551392,0.2790260314941406,0.7157928943634033,0.5032877837590601,0.9428914768712939,0.08834967762231827,0.10626767189373386,0.8987215305445262,715.1937842722184,-0.665962593883114,0.6563323207203128
127,0127_0.12044_0.02236_0.67836,0.12044,0.02236,0.67836,9.712702751159668,9.693121910095215,0.29915791749954224,8.77282428741455,13.182150840759277,4.409326553344727,9.265231132507324,9.509581565856934,9.88315486907959,10.23499584197998,0.37357330322265625,0.9697647094726562,0.7126636310625704,1.55576613454022,0.11541616171598434,0.11235914413117169,0.9484308471973519,730.6828610403044,-0.5153879771503644,1.6541349412319784
128,0128_0.14521_0.02220_0.76319,0.14521,0.0222,0.76319,9.715287208557129,9.707252502441406,0.18936453759670258,9.010269165039062,11.421488761901855,2.411219596862793,9.417767524719238,9.588279724121094,9.830472946166992,10.039510726928711,0.24219322204589844,0.6217432022094727,0.41252251371790344,0.6890071093392773,0.07835174351930618,0.1244890779124685,0.8400639616604673,763.0268346157217,-0.20096113960203058,1.2431714480059448
129,0129_0.14326_0.02328_0.84049,0.14326,0.02328,0.84049,9.757833480834961,9.75302791595459,0.15361109375953674,9.150611877441406,10.933392524719238,1.782780647277832,9.512736320495605,9.65502643585205,9.853294372558594,10.01913833618164,0.19826793670654297,0.5064020156860352,0.30593791966815276,0.44048410261586124,0.06656572222709656,0.16261737971634677,0.7531406981780657,875.3834991861714,0.8912964531761212,1.654695981268816
130,0130_0.12742_0.02294_0.81473,0.12742,0.02294,0.81473,9.78630256652832,9.778305053710938,0.18934696912765503,9.082234382629395,11.494391441345215,2.4121570587158203,9.488737106323242,9.659343719482422,9.90149211883545,10.110394477844238,0.24214839935302734,0.6216573715209961,0.4115661010773388,0.6889120762497676,0.07830372452735901,0.15318087331179397,0.840330180510814,846.2759966240524,0.6083324580999829,1.7895402541707772
131,0131_0.14687_0.02207_0.81159,0.14687,0.02207,0.81159,9.720573425292969,9.715068817138672,0.161743625998497,9.08906078338623,10.994975090026855,1.905914306640625,9.463385581970215,9.612284660339355,9.820554733276367,9.99636459350586,0.20827007293701172,0.5329790115356445,0.3301129092109033,0.49067107938568366,0.06926216930150986,0.1462269870158351,0.7740060753531297,825.3306519392554,0.4047155934236537,1.8449172742651638
132,0132_0.14634_0.02299_0.76501,0.14634,0.02299,0.76501,9.728540420532227,9.720778465270996,0.18656042218208313,9.031645774841309,11.394594192504883,2.362948417663574,9.435054779052734,9.603458404541016,9.842206954956055,10.047927856445312,0.23874855041503906,0.6128730773925781,0.40377545952010113,0.667041412084493,0.0774187296628952,0.1294452203575825,0.8338853156455933,776.7714412306698,-0.067345114310423,1.1481738599254958
133,0133_0.15072_0.02238_0.59577,0.15072,0.02238,0.59577,9.607930183410645,9.587418556213379,0.305806964635849,8.656271934509277,13.10986614227295,4.453594207763672,9.152111053466797,9.399938583374023,9.781357765197754,10.143401145935059,0.38141918182373047,0.9912900924682617,0.7279610322410538,1.5914961332418693,0.11780337989330292,0.14854531231480847,0.9404704228558074,832.2635274907701,0.47211244958593207,1.7420872804673724
134,0134_0.14697_0.02313_0.63102,0.14697,0.02313,0.63102,9.65352725982666,9.635229110717773,0.2876240015029907,8.735929489135742,12.944422721862793,4.208493232727051,9.221322059631348,9.458566665649414,9.818665504455566,10.153443336486816,0.36009883880615234,0.9321212768554688,0.6882533125586263,1.4899412429031207,0.11152657866477966,0.10604316285911607,0.9554554022035765,714.6331874555615,-0.6714123474141727,0.7764055055609063
135,0135_0.12230_0.02247_0.55394,0.1223,0.02247,0.55394,9.63895320892334,9.611437797546387,0.35130712389945984,8.619818687438965,13.738677024841309,5.118858337402344,9.125214576721191,9.397820472717285,9.833284378051758,10.265289306640625,0.43546390533447266,1.1400747299194336,0.8001542490317269,1.7072570882745826,0.13320671021938324,0.2258860513552365,0.7968313367706518,1086.1137607099895,2.9398774524206637,1.670154053146734
136,0136_0.12452_0.02332_0.75304,0.12452,0.02332,0.75304,9.775298118591309,9.762752532958984,0.2352125346660614,8.964287757873535,12.298697471618652,3.334409713745117,9.413324356079102,9.61693286895752,9.91490650177002,10.177963256835938,0.2979736328125,0.7646389007568359,0.5486751230032515,1.0797406647771135,0.09353974461555481,0.12194755031820921,0.9223206632927207,756.093553643782,-0.2683619369950238,2.057378743473219
137,0137_0.12521_0.02282_0.62658,0.12521,0.02282,0.62658,9.680421829223633,9.65822982788086,0.319244384765625,8.705557823181152,13.351478576660156,4.645920753479004,9.207098007202148,9.46290397644043,9.859946250915527,10.242420434951782,0.39704227447509766,1.0353224277496338,0.7522191356957243,1.64615097856018,0.12230385839939117,0.14564533863084275,0.9143875180069253,823.5993018864273,0.3878845469682595,1.4316206909544147
138,0138_0.13213_0.02307_0.63123,0.13213,0.02307,0.63123,9.6751070022583,9.654277801513672,0.3085068464279175,8.718955993652344,13.212957382202148,4.494001388549805,9.215551376342773,9.465252876281738,9.84975814819336,10.215883493423462,0.3845052719116211,1.0003321170806885,0.7323353542975564,1.6028334750185529,0.11865834146738052,0.1265899256418814,0.9363665288745732,768.817407671229,-0.14466899698107608,1.0713149647640159
139,0139_0.13837_0.02333_0.69619,0.13837,0.02333,0.69619,9.718204498291016,9.70403003692627,0.2501922845840454,8.876032829284668,12.27315902709961,3.3971261978149414,9.335808753967285,9.549436569213867,9.865432739257812,10.147782564163208,0.3159961700439453,0.8119738101959229,0.5917803827793305,1.2087805384798207,0.0986538752913475,0.08931618602848786,0.939540860900283,675.0916156165479,-1.055809501215981,0.6485205440193724
140,0140_0.12692_0.02165_0.77250,0.12692,0.02165,0.7725,9.747607231140137,9.736928939819336,0.21617968380451202,8.971756935119629,11.961844444274902,2.9900875091552734,9.412041664123535,9.602281332015991,9.877217292785645,10.117261171340942,0.2749359607696533,0.7052195072174072,0.49281128422486353,0.9129709836080693,0.08720247447490692,0.11566736010804565,0.8930533623554088,739.3125318049902,-0.43149599395613636,1.0352527577977915
141,0141_0.13143_0.02169_0.81601,0.13143,0.02169,0.81601,9.752254486083984,9.744965553283691,0.1818317174911499,9.067874908447266,11.346572875976562,2.278697967529297,9.465620040893555,9.63040542602539,9.863329887390137,10.06343936920166,0.2329244613647461,0.5978193283081055,0.3894724610100705,0.6311833311057367,0.07585234194993973,0.1409063174479601,0.823186730462051,809.6169946337005,0.2519577524186421,1.2157163932786113
142,0142_0.15393_0.02199_0.78100,0.15393,0.02199,0.781,9.696208953857422,9.690184593200684,0.1674395054578781,9.046636581420898,11.04971694946289,2.003080368041992,9.430632591247559,9.584056854248047,9.799335479736328,9.982153177261353,0.21527862548828125,0.551520586013794,0.34681012923600857,0.5281079907918347,0.07114709168672562,0.1396619862706314,0.7882801267018084,805.9831049739172,0.21663146725887186,2.184152501585332
143,0143_0.13333_0.02302_0.75284,0.13333,0.02302,0.75284,9.752476692199707,9.741762161254883,0.21677622199058533,8.977411270141602,11.979262351989746,3.0018510818481445,9.416075468063354,9.606762886047363,9.882389068603516,10.123160362243652,0.27562618255615234,0.7070848941802979,0.4946096214227905,0.9184765479740915,0.08739758282899857,0.11761833456649455,0.8941028713215703,744.4707577895917,-0.3813511136458639,1.1597561077176715
144,0144_0.12549_0.02208_0.55189,0.12549,0.02208,0.55189,9.622678756713867,9.595464706420898,0.3496328890323639,8.60547924041748,13.668671607971191,5.063192367553711,9.111082077026367,9.382757186889648,9.816180229187012,10.245670318603516,0.4334230422973633,1.1345882415771484,0.7983748411542293,1.7070227771507618,0.13265575468540192,0.22652290723820495,0.8045154352320897,1088.3419611138434,2.9615385511961145,1.6215166596025474
145,0145_0.13505_0.02311_0.56758,0.13505,0.02311,0.56758,9.631190299987793,9.606441497802734,0.3355005383491516,8.631719589233398,13.554637908935547,4.922918319702148,9.137303352355957,9.4017972946167,9.818034410476685,10.225885391235352,0.41623711585998535,1.0885820388793945,0.7792487392639733,1.6904624235949948,0.12787611782550812,0.19146804547972135,0.8635599363272816,968.547931264794,1.7969797849462157,1.392845236545945
146,0146_0.12514_0.02307_0.57368,0.12514,0.02307,0.57368,9.654640197753906,9.628867149353027,0.3417433500289917,8.646416664123535,13.594971656799316,4.948554992675781,9.152814865112305,9.42061996459961,9.84433650970459,10.261760711669922,0.42371654510498047,1.1089458465576172,0.78765912925735,1.699581167109831,0.12996214628219604,0.19965145479143448,0.8387742919921911,995.9462655961901,2.0633283706518504,1.5953489335980455
147,0147_0.15430_0.02347_0.67967,0.1543,0.02347,0.67967,9.686827659606934,9.674422264099121,0.23260009288787842,8.880966186523438,12.195886611938477,3.314920425415039,9.328598976135254,9.530207633972168,9.825052261352539,10.08506965637207,0.2948446273803711,0.7564706802368164,0.5422706455609453,1.0574564094604657,0.09273834526538849,0.09322535064121479,0.9183793986001713,683.9214533945602,-0.9699716259737331,0.7170376054627365
148,0148_0.12836_0.02311_0.63321,0.12836,0.02311,0.63321,9.683981895446777,9.662688255310059,0.31218037009239197,8.7217378616333,13.255268096923828,4.533530235290527,9.21969223022461,9.471546173095703,9.860292434692383,10.231934547424316,0.3887462615966797,1.012242317199707,0.7391516720280492,1.6185924446140367,0.11989429593086243,0.1319045438010097,0.9298800137004576,783.6979377638293,-1.0270768932305274e-05,1.318882402482045
149,0149_0.13785_0.02328_0.84614,0.13785,0.02328,0.84614,9.772789001464844,9.767605781555176,0.15806375443935394,9.153608322143555,11.00441837310791,1.8508100509643555,9.521011352539062,9.666994094848633,9.87073802947998,10.042034149169922,0.20374393463134766,0.5210227966308594,0.3187734548357762,0.46773272110462205,0.06802744418382645,0.16613344927034973,0.7647663511173168,886.4166203519306,0.9985532003518582,1.6315193348424748
150,0150_0.13891_0.02237_0.80051,0.13891,0.02237,0.80051,9.743354797363281,9.736392974853516,0.17821823060512543,9.065930366516113,11.280040740966797,2.2141103744506836,9.461956024169922,9.623909950256348,9.852435111999512,10.048247575759888,0.22852516174316406,0.5862915515899658,0.3786411264348148,0.6042657769057862,0.07466913759708405,0.1401297255176728,0.814688174962827,807.3472021975205,0.22989232326117906,1.2424293752763669
151,0151_0.13929_0.02229_0.55645,0.13929,0.02229,0.55645,9.600372314453125,9.575384140014648,0.33668699860572815,8.598725318908691,13.52586555480957,4.927140235900879,9.105062484741211,9.370088577270508,9.787751197814941,10.19745922088623,0.4176626205444336,1.0923967361450195,0.7815067404180174,1.6935493661277894,0.12830854952335358,0.20621648928482933,0.859114149659122,1018.1928459638394,2.279594992777131,1.7818989504656362
152,0152_0.14373_0.02212_0.73833,0.14373,0.02212,0.73833,9.708174705505371,9.6983060836792,0.2075432389974594,8.95332145690918,11.735137939453125,2.7818164825439453,9.384798049926758,9.568747520446777,9.83316421508789,10.06326961517334,0.2644166946411133,0.678471565246582,0.46732288718216697,0.8385550169997513,0.08436262607574463,0.10982409652638371,0.8772846834533615,724.1724464412627,-0.5786779457972913,0.9059006624357293
153,0153_0.12574_0.02152_0.74187,0.12574,0.02152,0.74187,9.731897354125977,9.718708992004395,0.24097871780395508,8.906603813171387,12.281950950622559,3.375347137451172,9.362081527709961,9.569500923156738,9.874505043029785,10.144923210144043,0.3050041198730469,0.782841682434082,0.5659034997954467,1.1301314572163736,0.09552490711212158,0.09646816969411372,0.929451923041494,691.442682786982,-0.8968551807472208,0.8899557748207118
154,0154_0.14110_0.02339_0.68833,0.1411,0.02339,0.68833,9.710051536560059,9.695789337158203,0.2511405348777771,8.86574649810791,12.29184627532959,3.4260997772216797,9.326394081115723,9.54063606262207,9.857781410217285,10.141365051269531,0.31714534759521484,0.8149709701538086,0.5946069115991827,1.2169948197749028,0.09898627549409866,0.0873432906443746,0.9404367237984941,670.7366729118381,-1.0981453898214182,0.42574477194646526
155,0155_0.15163_0.02291_0.81845,0.15163,0.02291,0.81845,9.726454734802246,9.721681594848633,0.15298239886760712,9.120654106140137,10.892264366149902,1.7716102600097656,9.482318878173828,9.624085426330566,9.821569442749023,9.98668384552002,0.19748401641845703,0.5043649673461914,0.30447421347829845,0.4366238544365646,0.0663718432188034,0.15362225894011763,0.7513926142636242,847.6203843050841,0.6214017108929372,1.9670879242657373
156,0156_0.14508_0.02330_0.82253,0.14508,0.0233,0.82253,9.750572204589844,9.745288848876953,0.159063458442688,9.12868595123291,10.992881774902344,1.8641958236694336,9.497307538986206,9.644081115722656,9.84906005859375,10.021576881408691,0.20497894287109375,0.5242693424224854,0.32160844657695103,0.4737760765953336,0.06836700439453125,0.15622845180760403,0.7672526781607866,855.5933656917678,0.6989097918775202,1.5753438202855985
157,0157_0.13734_0.02154_0.80464,0.13734,0.02154,0.80464,9.731764793395996,9.724786758422852,0.17844778299331665,9.056396484375,11.27149772644043,2.2151012420654297,9.450054168701172,9.612164497375488,9.840974807739258,10.037075996398926,0.22881031036376953,0.5870218276977539,0.37936443216580357,0.6058040648026473,0.0747506245970726,0.13636943329129952,0.815179173402767,796.4454033342568,0.12391220513588769,1.296709577108674
158,0158_0.13554_0.02292_0.58738,0.13554,0.02292,0.58738,9.638561248779297,9.615250587463379,0.3263568878173828,8.65211009979248,13.37104320526123,4.71893310546875,9.15619158744812,9.415847778320312,9.82122802734375,10.214909791946411,0.4053802490234375,1.058718204498291,0.7650538465918821,1.6699772477208477,0.12476728111505508,0.16940564459611357,0.8947330667073996,896.7708210719113,1.0992099294990345,1.2371170478228075
159,0159_0.13575_0.02188_0.58108,0.13575,0.02188,0.58108,9.614028930664062,9.59025239944458,0.3290941119194031,8.622922897338867,13.428845405578613,4.805922508239746,9.128293991088867,9.389315605163574,9.797966957092285,10.195737838745117,0.40865135192871094,1.06744384765625,0.7697479779841229,1.6777616827178905,0.12572428584098816,0.18444097619479494,0.886107007679081,945.3381093116802,1.571349161678453,1.5307495520988308
160,0160_0.14362_0.02180_0.63961,0.14362,0.0218,0.63961,9.638713836669922,9.620516777038574,0.2867569029331207,8.722115516662598,12.907183647155762,4.185068130493164,9.207700729370117,9.44438648223877,9.803467750549316,10.136931419372559,0.3590812683105469,0.9292306900024414,0.6865834528712308,1.4848035399526358,0.1112450510263443,0.11192999873198256,0.9556633116408393,729.5744170608909,-0.5261635404630722,1.1249160700438434
161,0161_0.15393_0.02162_0.67414,0.15393,0.02162,0.67414,9.648359298706055,9.635400772094727,0.237903892993927,8.828739166259766,12.199426651000977,3.370687484741211,9.282891273498535,9.48803424835205,9.789337158203125,10.055937767028809,0.3013029098510742,0.7730464935302734,0.5580886774812926,1.1039372607076148,0.09455364942550659,0.10153678952031762,0.9253074356675797,703.541076979587,-0.7792425498648741,1.6833994631392806
162,0162_0.12048_0.02185_0.71113,0.12048,0.02185,0.71113,9.725109100341797,9.707993507385254,0.2778356969356537,8.827375411987305,12.842203140258789,4.014827728271484,9.305615425109863,9.537035703659058,9.88572883605957,10.206080436706543,0.3486931324005127,0.9004650115966797,0.6639857954162578,1.4236894514127743,0.10809381306171417,0.09536448649627197,0.9562529716055007,688.863258357384,-0.9219306484909195,1.4644840902480807
163,0163_0.15179_0.02155_0.66062,0.15179,0.02155,0.66062,9.640471458435059,9.625828742980957,0.25390520691871643,8.788715362548828,12.287030220031738,3.49831485748291,9.253174781799316,9.469071388244629,9.789511680603027,10.076875686645508,0.32044029235839844,0.8237009048461914,0.603097659690389,1.2408752822546205,0.0999850407242775,0.10130476343324601,0.9427809063649216,702.9783751826307,-0.7847127666298988,1.578345294236227
164,0164_0.14479_0.02217_0.81113,0.14479,0.02217,0.81113,9.727521896362305,9.721753120422363,0.16464313864707947,9.086421966552734,11.038640975952148,1.952219009399414,9.466033935546875,9.617290496826172,9.829106330871582,10.00849437713623,0.21181583404541016,0.5424604415893555,0.33846327921354796,0.5095933452835792,0.07021274417638779,0.1455093278101931,0.7813864983602277,823.19492570644,0.38395346771614486,1.665761535643333
165,0165_0.14932_0.02271_0.57157,0.14932,0.02271,0.57157,9.600056648254395,9.577545166015625,0.32059016823768616,8.622867584228516,13.250377655029297,4.627510070800781,9.125242233276367,9.381521224975586,9.780115127563477,10.164844751358032,0.3985939025878906,1.039602518081665,0.7559096586213896,1.6532027395481323,0.12284838408231735,0.17530024401834043,0.9110405908752363,915.6238526830136,1.2824867026467566,1.8286905546365289
166,0166_0.12970_0.02257_0.83966,0.1297,0.02257,0.83966,9.779568672180176,9.773137092590332,0.17266856133937836,9.114392280578613,11.226277351379395,2.1118850708007812,9.506255149841309,9.663910865783691,9.88563060760498,10.074694633483887,0.22171974182128906,0.5684394836425781,0.3617887236776288,0.5644854348568442,0.07282640784978867,0.16004228025837036,0.8015023291675439,867.3660753044259,0.8133563314856395,1.6156314280787976
167,0167_0.13033_0.02213_0.57570,0.13033,0.02213,0.5757,9.626545906066895,9.601629257202148,0.33641305565834045,8.625777244567871,13.551725387573242,4.925948143005371,9.13148307800293,9.396462440490723,9.81380558013916,10.223057746887207,0.4173431396484375,1.0915746688842773,0.7805442895327458,1.6923027639617336,0.1281891167163849,0.19507710576889217,0.8601063742096959,980.5839925239075,1.9139864560473017,1.4313630569175628
168,0168_0.14282_0.02335_0.63690,0.14282,0.02335,0.6369,9.667699813842773,9.649127006530762,0.2898826599121094,8.745678901672363,12.98791790008545,4.242238998413086,9.232481956481934,9.471136093139648,9.833932876586914,10.171895980834961,0.3627967834472656,0.9394140243530273,0.6930676847770427,1.5036559407004715,0.11228521913290024,0.10349871150317538,0.954691213281146,708.3323011255549,-0.7326654200422456,0.6185796006670627
169,0169_0.14075_0.02254_0.76795,0.14075,0.02254,0.76795,9.733206748962402,9.724746704101562,0.19364763796329498,9.016488075256348,11.499319076538086,2.4828310012817383,9.42953872680664,9.603264808654785,9.850716590881348,10.064666748046875,0.2474517822265625,0.6351280212402344,0.42519408100642603,0.7231714507620177,0.07975161820650101,0.1255107188852933,0.849434139444551,765.8361466314409,-0.17365085594966906,0.9855976680183526
170,0170_0.13869_0.02313_0.82896,0.13869,0.02313,0.82896,9.764664649963379,9.758928298950195,0.1645544022321701,9.124252319335938,11.073668479919434,1.949416160583496,9.503280639648438,9.65449333190918,9.866214752197266,10.045449256896973,0.21172142028808594,0.5421686172485352,0.3378152902263483,0.509092383268138,0.07016856968402863,0.15814939479821286,0.7812979025039865,861.5076439711644,0.7564045153206799,1.5008569498041604
171,0171_0.14262_0.02335_0.81834,0.14262,0.02335,0.81834,9.75680923461914,9.751103401184082,0.16414612531661987,9.11777114868164,11.061087608337402,1.9433164596557617,9.496031761169434,9.646929740905762,9.858139038085938,10.036896705627441,0.21120929718017578,0.5408649444580078,0.3367832398921413,0.5064485166578203,0.07003852725028992,0.15511577814800093,0.7802337017132107,852.1821583643745,0.6657482778887388,1.4771625666619037
172,0172_0.12558_0.02212_0.69427,0.12558,0.02212,0.69427,9.710758209228516,9.693458557128906,0.279523640871048,8.809128761291504,12.831645965576172,4.022517204284668,9.289069175720215,9.521505355834961,9.872184753417969,10.194960594177246,0.3506793975830078,0.9058914184570312,0.6682736310924647,1.4353787042615203,0.1086898222565651,0.09281152943939948,0.9564060480697651,682.9743321747691,-0.979178915523963,1.1063990827091752
